Param 2 Return Timeframe,HUD CoC Number,2015,2016,2017,2018,2019,2020,2021
12%,NH-500,,,,11.90%,,,
12%,FL-508,11.90%,,,,,,
12%,CA-513,,,,,,11.90%,
12%,NC-509,,,,11.90%,,,
12%,NE-502,11.90%,,,,,,
12%,SC-502,,,11.90%,,,,
12%,IL-507,,,,,,,11.90%
12%,RI-500,,11.90%,,,,,
12%,NJ-500,,,,,,11.90%,11.90%
12%,AL-500,,,,,11.90%,,
12%,PA-605,,,,11.90%,,,
12%,TX-500,,,11.90%,,,,
12%,CT-503,11.90%,,,,,,
12%,WA-503,,,,,,11.90%,
12%,IL-510,,,,,,11.90%,
12%,NC-507,,,,,11.90%,,
12%,CA-513,,,,,11.90%,,
12%,VA-601,12.00%,,,,,,
12%,IA-502,,12.00%,,,,,
12%,MI-508,,,,,,,12.00%
12%,PA-506,,,,,,12.00%,
12%,CA-504,12.00%,,,,,,
12%,IA-502,,,,,,12.00%,
12%,IN-503,,,,,,,12.00%
12%,KY-501,,,,,,12.00%,
12%,KY-502,,,,12.00%,,,
12%,CA-510,,,,,12.00%,,
12%,MD-505,,,,,,,12.00%
12%,UT-503,,,,,12.00%,,
12%,FL-500,,,,,12.00%,,
12%,VA-601,,,,12.10%,,,
12%,CA-601,,,,12.10%,,,
12%,WV-500,,12.10%,,,,,
12%,NY-600,,,12.10%,,,,
12%,OR-503,,,,,12.10%,,
12%,IL-510,,,,,,,12.10%
12%,OR-503,,12.10%,,,,,
12%,CA-518,12.10%,,,,,,
12%,CA-603,12.10%,,,,,,
12%,NC-500,,,,,12.10%,,
12%,NH-500,,,12.10%,,,,
12%,NV-500,,,12.10%,,,,
12%,FL-512,,,,,12.10%,,
12%,NC-511,,,12.10%,,,,
12%,TX-603,,,,,,12.10%,
12%,CA-613,,,,,,12.10%,
12%,UT-503,,,12.20%,,,,
12%,NY-510,,,,,12.20%,,
12%,WY-500,,,,,12.20%,,
12%,NH-501,12.20%,,,,,,
12%,WV-503,,,,12.20%,,,
12%,CA-603,,12.20%,,,,,
12%,KY-502,,,,,12.20%,,
12%,CA-507,,,12.20%,,,,
12%,CO-504,,,,,12.20%,,
12%,NE-501,,,,12.20%,,,
12%,TN-500,12.30%,,,,,,
12%,OH-506,,,,,12.30%,,
12%,AZ-500,12.30%,,,,,,
12%,OH-505,,,,,12.30%,,
12%,OH-508,,,,,,12.30%,
12%,CA-511,,,,,,,12.30%
12%,MI-507,,12.30%,,,,,
12%,FL-503,12.30%,,,,,,
12%,WA-508,12.30%,,,,,,
12%,WA-508,,,,,,12.40%,
12%,IL-514,,,12.40%,,,,
12%,AZ-502,,,,,12.40%,,
12%,NY-505,,,,,12.40%,,
12%,NE-502,,,,,,,12.40%
12%,NC-506,,,,12.40%,,,
12%,MI-512,,,,,12.40%,,
12%,LA-502,,,12.40%,,,,
12%,IL-502,,12.40%,,,,,
12%,MI-519,,,,,,12.40%,
12%,PA-506,,,,,,,12.40%
12%,OR-503,,,,12.40%,,,
12%,NJ-503,,,,12.40%,,,
12%,WV-501,,,,12.40%,,,
12%,GA-500,12.50%,,,,,,
12%,IL-514,12.50%,,,,,,
13%,AR-501,12.50%,,,,,,
13%,AR-505,,12.50%,,,,,
13%,CA-520,,,,12.50%,,,
13%,IL-500,,12.50%,,,,,
13%,MD-502,,,12.50%,,,,
13%,MO-503,,12.50%,,,,,
13%,NY-608,,,,,,12.50%,
13%,OR-504,,,,12.50%,,,
13%,NY-505,12.50%,,,,,,
13%,WV-508,12.50%,,,,,,
13%,FL-507,,,,,,,12.50%
13%,OH-508,,,,,12.50%,,
13%,AZ-501,,,,12.50%,,,
13%,CA-517,,,,12.50%,,,
13%,IL-513,12.50%,,,,,,
13%,NV-500,,,,,,,12.50%
13%,KY-501,,,,12.50%,,,
13%,TX-611,,,,,,,12.60%
13%,WV-500,,,,,,12.60%,
13%,FL-600,,,,,12.60%,,
13%,NY-511,,,,,,12.60%,
13%,IN-503,,,,,,12.60%,
13%,NV-500,,,,,,12.60%,
13%,MI-507,,,,,12.60%,,
13%,NE-502,,,,,12.60%,,
13%,DE-500,12.60%,,,,,,
13%,TX-700,,,,12.70%,,,
13%,MI-510,,,,12.70%,,,
13%,WI-501,,,,,12.70%,,
13%,IA-502,,,,12.70%,,,
13%,NY-608,,,,,,,12.70%
13%,NY-510,,,,,,12.70%,
13%,AK-500,,,,,12.80%,,
13%,ND-500,,,,,,,12.80%
13%,OR-500,,,,12.80%,,,
13%,WV-508,,,,12.80%,,,
13%,OH-503,12.80%,,,,,,
13%,CO-500,,12.90%,,,,,
13%,WI-500,,,,12.90%,,,
13%,NY-505,,,,,,12.90%,
13%,MI-505,,12.90%,,,,,
13%,NC-507,,,,,,12.90%,
13%,NC-505,,,,12.90%,,,
13%,OK-505,12.90%,,,,,,
13%,KS-507,,,12.90%,,,,
13%,CO-504,,,,,,,13.00%
13%,FL-508,,,,,13.00%,,
13%,NY-500,,13.00%,,,,,
13%,FL-508,,13.00%,,,,,
13%,CA-601,13.00%,,,,,,
13%,TN-502,,13.00%,,,,,
13%,CA-601,,,,,,13.00%,
13%,NC-516,,13.00%,13.00%,,,,
13%,FL-508,,,,,,,13.00%
13%,PA-503,,,,,,13.00%,
13%,NC-506,,,13.10%,,,,
13%,ME-500,13.10%,,,,,,
13%,CA-517,,,13.10%,,,,
13%,TX-611,13.10%,13.10%,,,,,
13%,WA-504,,,,,,,13.10%
13%,AK-500,,,13.10%,,,,
13%,VA-601,,13.10%,,,,,
13%,MO-604K,,13.10%,,,,,
13%,ME-500,,,13.20%,,,,
13%,GA-507,,13.20%,,,,,
13%,NV-501,13.20%,,,,,,
13%,MI-507,,,,13.20%,,,
13%,IL-506,,,,,,13.20%,13.20%
13%,GA-504,,,,,,13.20%,
13%,AK-500,,,,,,13.20%,
13%,IL-510,,,,,13.30%,,
13%,CA-513,,,,13.30%,,,
13%,WY-500,,,,13.30%,,,
13%,NJ-509,,,,,,,13.30%
13%,CA-524,,,,,,13.30%,
13%,WY-500,,,,,,,13.30%
13%,AR-505,13.30%,,,,,,
13%,LA-509,,,,,13.30%,,
13%,OR-500,,,,,,13.30%,
13%,MD-505,,,,,13.30%,,
13%,TX-700,13.30%,,,,,,
13%,CA-613,,,,13.40%,,,
13%,WV-500,,,,13.40%,,,
13%,NC-505,,,,,,13.40%,
13%,WY-500,,13.40%,,,,,
13%,OH-502,,,,13.40%,,,
13%,ME-500,,13.40%,,,,,
13%,MI-519,,,13.50%,,,,
13%,MI-505,,,,13.50%,,,
13%,MA-511,,,,,13.50%,,
13%,NE-501,,,,,13.50%,,
13%,MI-510,,13.50%,,,,,
13%,WI-503,,,,13.50%,,,
13%,NV-501,,,,13.50%,,,
13%,AZ-501,13.50%,,,,,,
13%,FL-601,,,,,,13.50%,
13%,WV-501,,,,,,13.50%,
13%,IA-502,,,,,,,13.50%
14%,MI-514,,,,,,,13.50%
14%,FL-500,,,13.50%,,,,
14%,NY-608,,,,,13.50%,,
14%,PR-502,,,,,,13.50%,
14%,CA-613,,,,,13.50%,,
14%,MI-512,,13.50%,,,,,
14%,MI-517,,,,,,,13.50%
14%,TX-600,,,,,,,13.50%
14%,MI-510,,,13.50%,,,,
14%,MA-511,13.50%,,,,,,
14%,MS-501,13.60%,,,,,,
14%,NE-501,,13.60%,,,,,
14%,NH-502,13.60%,,,,,,
14%,OH-503,,,,,,,13.60%
14%,FL-604,,,13.60%,,,,
14%,NC-516,13.60%,,,,,,
14%,AK-501,,,,,13.60%,,
14%,CA-613,,,,,,,13.60%
14%,CA-511,,,,13.60%,,,
14%,CA-601,,,13.70%,,,,
14%,CA-608,,,,,,13.70%,
14%,ND-500,,,,,,13.70%,
14%,WI-501,,13.70%,,,,,
14%,PA-505,,,,,13.70%,,
14%,NY-505,,,,,,,13.70%
14%,MN-500,,,,13.70%,,,
14%,MI-519,,,,13.70%,,,
14%,IL-506,13.80%,,,,,,
14%,KS-502,,13.80%,,,,,
14%,MN-506,,,,,13.80%,,
14%,KY-501,,,,,13.80%,,
14%,CA-531,,,,,,13.80%,
14%,VA-504,,,13.80%,,,,
14%,MN-500,,,,,13.80%,,
14%,MI-515,,,,,,13.90%,
14%,SD-500,,,,,,13.90%,
14%,FL-600,,13.90%,,,,,
14%,FL-512,,,,,,,13.90%
14%,FL-601,,,,,14.00%,,
14%,ND-500,,,,14.00%,,,
14%,VA-604,14.00%,,,,,,
14%,TX-601,,14.00%,,,,,
14%,NV-501,,,,,14.00%,,
14%,NE-502,,,,,,14.00%,
14%,MI-508,,,14.10%,,,,
14%,AL-505,,,,,,,14.10%
14%,CA-525,,,,,14.10%,,
14%,WV-500,14.10%,,,,,,
14%,FL-603,,14.10%,,,,,
14%,VA-507,,,,,,,14.10%
14%,NY-505,,,,14.10%,,,
14%,KS-503,14.10%,,,,,,
14%,CA-515,,,14.20%,,,,
14%,CA-531,,,14.20%,,,,
14%,IL-502,14.20%,,,,,,
14%,OR-503,,,,,,14.20%,
14%,MI-512,,,,14.20%,,,
14%,AK-501,,,,14.20%,,,
14%,FL-600,,,,14.20%,,,
14%,MI-510,14.20%,,,,,,
14%,KY-501,,,,,,,14.20%
14%,NH-500,14.20%,,,,,,
14%,CA-515,,14.30%,,,,,
14%,NC-500,,14.30%,,,,,
14%,CA-517,14.30%,,,,,,
14%,MI-515,14.30%,,,,,,
14%,AR-501,,,,14.40%,,,
14%,FL-601,,,,14.40%,,,
14%,PR-502,,14.40%,,,,,
14%,IL-507,,,,,,14.40%,
14%,VA-500,,,,,,,14.40%
14%,NC-507,,,,14.40%,,,
14%,NY-505,,14.40%,,,,,
14%,NJ-506,,,,,,14.40%,
14%,WI-500,,,,,14.50%,,
14%,PR-502,14.50%,,,,,,
14%,MA-506,,14.50%,,,,,
15%,MA-506,14.50%,,,,,,
15%,VA-603,,14.50%,,,,,
15%,LA-509,,14.50%,,,,,
15%,FL-502,,,,,,14.50%,
15%,OH-506,,,,14.50%,,,
15%,WI-501,,,,,,14.60%,
15%,MD-513,,,,,14.60%,,
15%,FL-603,,,14.70%,,,,
15%,UT-500,,,,,,,14.70%
15%,MD-505,,,,,,14.70%,
15%,OK-501,,14.70%,,,,,
15%,CA-601,,14.70%,,,,,
15%,FL-600,14.80%,,,,,,
15%,OK-506,,,14.80%,,,,
15%,WI-500,,,,,,14.80%,
15%,MI-512,,,14.90%,,,,
15%,AL-500,,,,,,,14.90%
15%,NH-500,,,,,,14.90%,
15%,FL-600,,,14.90%,,,,
15%,NY-505,,,14.90%,,,,
15%,AK-500,,,,,,,15.00%
15%,WV-503,,,,,15.00%,,
15%,TX-700,,,,,,15.00%,
15%,FL-500,,,,,,,15.00%
15%,AL-500,15.00%,,,,,,
15%,AR-505,,,15.00%,,,,
15%,WY-500,,,,,,15.00%,
15%,GA-507,,,15.00%,,,,
15%,SC-502,,,,15.00%,,,
15%,NH-500,,,,,15.10%,,
15%,WV-501,,15.10%,,,,,
15%,VA-502,,,,,,15.10%,
15%,SC-502,,,,,15.10%,,
15%,MD-509,,15.10%,,,,,
15%,FL-601,,,,,,,15.10%
15%,TN-502,,,15.10%,,,,
15%,UT-503,,,,,,15.10%,
15%,VA-502,,,,,,,15.10%
15%,OH-502,,,,,,,15.10%
15%,IA-502,15.20%,,,,,,
15%,MI-505,15.20%,,,,,,
15%,NV-500,15.20%,,,,,,
15%,FL-500,15.20%,,,,,,
15%,FL-502,,,,,,,15.20%
15%,FL-601,,,15.20%,,,,
15%,WY-500,15.20%,,,,,,
15%,AK-501,,,,,,,15.20%
15%,NC-505,,,,,,,15.20%
15%,NC-506,,,,,,,15.30%
15%,FL-506,,,,15.40%,,,
15%,FL-500,,,,,,15.40%,
15%,MI-514,,,,,,15.40%,
15%,CA-515,15.40%,,,,,,
16%,AL-504,15.50%,,,,,,
16%,AR-503,,,,,,15.60%,
16%,NY-601,,,15.60%,,,,
16%,FL-518,,,,,15.60%,,
16%,FL-506,,,15.60%,,,,
16%,PR-502,,,,,,,15.60%
16%,WI-501,,,,15.60%,,,
16%,IL-514,,,,15.60%,,,
16%,CA-511,,,,,15.70%,,
16%,UT-504,,,,,15.70%,,
16%,NC-500,15.80%,,,,,,
16%,AR-508,15.90%,,,,,,
16%,PA-605,,,15.90%,,,,
16%,MI-516,,15.90%,,,,,
16%,CA-519,,,15.90%,,,,
16%,UT-503,,,,,,,16.00%
16%,UT-504,,,,16.00%,,,
16%,FL-601,16.00%,,,,,,
16%,NY-600,,16.10%,,,,,
16%,MI-516,16.10%,,,,,,
16%,AL-500,,,,,,16.10%,
16%,CO-503,,,16.10%,,,,
16%,WI-501,16.10%,,,,,,
16%,FL-518,,,,16.10%,,,
16%,NY-600,16.10%,,,,,,
16%,AZ-501,,,16.10%,,,,
16%,WV-501,,,,,16.10%,,
16%,IL-517,,,16.20%,,,,
16%,AL-500,,,,16.20%,,,
16%,CA-515,,,,,,16.20%,
16%,MI-510,,,,,16.30%,,
16%,WI-501,,,16.30%,,,,
16%,OH-502,16.30%,,,,,,
16%,NV-501,,,16.30%,,,,
16%,CA-509,16.40%,,,,,,
16%,IL-517,,,,,16.40%,,
16%,FL-512,,,,,,16.50%,
17%,IL-517,,16.50%,,,,,
17%,GA-507,16.60%,,,,,,
17%,KY-501,,,16.80%,,,,
17%,MI-512,16.80%,,,,,,
17%,WV-503,,16.80%,,,,,
17%,LA-509,,,16.90%,,,,
17%,OH-502,,,,,,16.90%,
17%,NE-501,,,,,,,16.90%
17%,MI-510,,,,,,17.00%,
17%,FL-601,,17.00%,,,,,
17%,FL-502,,,,,17.10%,,
17%,NY-514,,,,,,,17.10%
17%,IL-514,,,,,,17.10%,
17%,WV-503,17.10%,,,,,,
17%,MD-511,,,,17.10%,,,
17%,OH-502,,,,,17.10%,,
17%,MI-512,,,,,,,17.20%
17%,FL-506,,,,,17.20%,,
17%,VA-500,,,,,,17.30%,
17%,MI-519,17.30%,,,,,,
17%,CA-517,,17.50%,,,,,
18%,AK-500,17.50%,,,,,,
18%,FL-518,,,,,,17.50%,
18%,AR-508,,,,,,,17.60%
18%,VI-500,,,,,,,17.60%
18%,NH-500,,17.70%,,,,,
18%,WV-503,,,17.70%,,,,
18%,WV-503,,,,,,,17.70%
18%,FL-604,,,,,17.80%,,
18%,PA-510,,,,,17.80%,,
18%,MI-516,,,,17.80%,,,
18%,NC-506,,17.80%,,,,,
18%,MI-512,,,,,,17.80%,
18%,NY-601,,,,,,,17.80%
18%,AL-500,,17.90%,,,,,
18%,KY-501,,18.00%,,,,,
18%,MO-603,,18.00%,,,,,
18%,CA-531,,,,,18.10%,,
18%,FL-502,,,,18.10%,,,
18%,IL-513,,,,,18.10%,,
18%,CA-507,18.10%,,,,,,
18%,CA-520,18.20%,,,,,,
18%,FL-604,,18.20%,,,,,
18%,MI-518,,,,,18.30%,,
18%,IL-513,,,,,,,18.30%
18%,UT-500,,,,,,18.30%,
18%,VA-600,18.40%,,,,,,
18%,MI-508,18.50%,,,,,,
18%,MI-519,,,,,18.50%,,
19%,WV-501,18.50%,,,,,,
19%,MI-505,,,,,,,18.50%
19%,IL-517,,,,,,18.60%,
19%,MI-505,,,18.60%,,,,
19%,AK-501,,,,,,18.70%,
19%,WI-503,,,,,,18.70%,
19%,NC-516,,,,,18.80%,,
19%,OR-503,,,,,,,18.90%
19%,MI-514,,,,18.90%,,,
19%,WI-503,,,,,18.90%,,
19%,OH-502,,18.90%,,,,,
19%,WI-503,,,,,,,19.00%
19%,MO-604M,19.00%,,,,,,
19%,IL-517,,,,,,,19.10%
19%,MO-603,19.10%,,,,,,
19%,PA-503,,,,19.10%,,,
19%,TX-604,,19.10%,,,,,
19%,WY-500,,,19.10%,,,,
19%,NC-516,,,,19.10%,,,
19%,MI-514,,,19.20%,,,,
19%,MI-508,,19.20%,,,,,
19%,WV-503,,,,,,19.40%,
19%,MI-516,,,,,19.40%,,
20%,OH-502,,,19.60%,,,,
20%,MI-514,19.70%,,,,,,
20%,MI-510,,,,,,,19.70%
20%,AK-500,,19.70%,,,,,
20%,KY-501,19.90%,,,,,,
20%,CA-525,,,20.00%,,,,
20%,VA-504,,,,,,20.00%,
20%,MI-501,,20.10%,,,,,
20%,UT-500,,,20.40%,,,,
21%,VA-504,,,,,,,20.60%
21%,MA-500,,20.60%,,,,,
21%,MI-514,,,,,20.70%,,
21%,MI-516,,,,,,,20.80%
21%,MI-519,,20.80%,,,,,
21%,FL-506,,,,,,20.90%,
21%,CA-519,,,,,,21.30%,
21%,VA-504,,,,21.30%,,,
21%,UT-504,,,21.30%,,,,
22%,WV-500,,,21.60%,,,,
22%,IL-513,,,,21.70%,,,
22%,PA-503,,,21.70%,,,,
22%,FL-502,21.90%,,,,,,
22%,FL-604,,,,21.90%,,,
22%,CA-519,,,,21.90%,,,
22%,MI-516,,,,,,22.00%,
22%,UT-500,22.10%,,,,,,
22%,CA-519,,,,,22.10%,,
22%,FL-502,,22.20%,,,,,
22%,MI-514,,22.30%,,,,,
23%,IL-513,,,,,,22.70%,
23%,LA-509,22.90%,,,,,,
23%,CA-525,,,,23.00%,,,
23%,DC-500,,,,,23.10%,,
23%,MI-501,23.10%,,,,,,
23%,UT-500,,,,,23.20%,,
23%,FL-502,,,23.40%,,,,
23%,IL-513,,,23.40%,,,,
23%,DC-500,,,,,,23.40%,
23%,CA-531,,,,23.40%,,,
24%,NV-501,,23.70%,,,,,
24%,MI-501,,,24.10%,,,,
24%,VA-505,24.10%,,,,,,
24%,MI-509,,24.20%,,,,,
24%,MI-505,,,,,,24.30%,
25%,FL-604,,,,,,,24.50%
25%,IL-503,,,24.60%,,,,
25%,CA-531,,,,,,,24.80%
25%,UT-500,,,,24.80%,,,
25%,AL-507,,,25.00%,,,,
25%,FL-604,,,,,,25.00%,
26%,FL-518,,25.60%,,,,,
26%,IL-506,,25.70%,,,,,
26%,FL-604,25.80%,,,,,,
27%,TX-611,,,,,26.80%,,
28%,DC-500,,,,,,,27.60%
28%,MI-509,27.70%,,,,,,
28%,MO-604M,,27.70%,,,,,
28%,AL-500,,,27.90%,,,,
28%,CA-525,,,,,,28.20%,
29%,FL-517,,28.60%,,,,,
29%,SD-500,,,,,,,28.60%
30%,MO-603,,,29.90%,,,,
32%,TX-701,,,,31.60%,,,
33%,TX-604,32.70%,,,,,,
33%,CA-520,,,,,,33.30%,
33%,CA-524,33.30%,,,,,,
34%,IL-517,33.70%,,,,,,
35%,CA-525,,,,,,,35.10%
36%,MO-603,,,,35.90%,,,
37%,IL-513,,36.90%,,,,,
37%,IL-517,,,,37.00%,,,
43%,FL-518,,,43.10%,,,,
43%,MI-516,,,43.40%,,,,
44%,FL-518,44.00%,,,,,,
56%,AL-506,,,,56.30%,,,
86%,TX-611,,,,85.70%,,,
