Param 2 Return Timeframe,HUD CoC Number,2015,2016,2017,2018,2019,2020,2021
17%,VA-502,,,,,17.50%,,
17%,MI-519,,,,,,,17.50%
17%,IL-507,,,,,,,17.50%
17%,AZ-502,,,17.50%,,,,
18%,CA-603,,17.50%,,,,,
18%,MI-514,,,,,,,17.50%
18%,KY-501,,,,17.50%,,,
18%,KS-507,,,17.50%,,,,
18%,TX-500,,,17.60%,,,,
18%,FL-506,,17.60%,,,,,
18%,IL-506,,,,,,17.60%,17.60%
18%,VA-601,,,,,,17.60%,
18%,IN-503,,,,,,17.60%,
18%,VI-500,,,,,,,17.60%
18%,WV-501,,,,17.70%,,,
18%,LA-509,,17.70%,,,,,
18%,UT-503,,,17.70%,,,,
18%,AK-500,,,,,,17.70%,
18%,AZ-502,,,,,,,17.70%
18%,MI-517,,,,,,,17.70%
18%,IL-510,,,,,,,17.70%
18%,WY-500,,,,,,,17.70%
18%,VA-500,,,,17.70%,,,
18%,VA-604,17.70%,,,,,,
18%,RI-500,,,,17.70%,,,
18%,WY-500,,,,,17.70%,,
18%,MN-506,,,,,17.70%,,
18%,IN-503,,,,,,,17.70%
18%,PA-605,,,,17.70%,,,
18%,TN-503,,,,,,17.80%,
18%,CA-604,,,17.80%,,,,
18%,PA-505,,,,,17.80%,,
18%,WA-503,,,,,,,17.80%
18%,WY-500,,,,17.80%,,,
18%,VA-602,,,,,,,17.80%
18%,VA-601,,,17.80%,,,,
18%,OK-504,,,,,,,17.80%
18%,DE-500,,,,,17.80%,,
18%,OH-508,,,,,,17.80%,
18%,MD-513,17.90%,,,,,,
18%,MD-513,,17.90%,,,,,
18%,NH-500,,,,,,17.90%,
18%,CA-601,,,,17.90%,,,
18%,NY-508,17.90%,,,,,,
18%,MI-505,,17.90%,,,,,
18%,WI-503,,,,17.90%,,,
18%,CA-511,,,,,,,18.00%
18%,LA-508,,18.00%,,,,,
18%,CA-521,,,18.00%,,,,
18%,NC-506,,,18.00%,,,,
18%,NY-608,,,,,,,18.00%
18%,TX-601,,18.00%,,,,,
18%,CA-513,,,,18.10%,,,
18%,PA-605,18.10%,,,,,,
18%,NC-507,,,,,18.10%,,
18%,NH-502,18.10%,,,,,,
18%,NY-602,,,,,18.10%,,
18%,SC-502,,,18.10%,,,,
18%,WI-500,,,,18.10%,,,
18%,IL-507,,18.10%,,,,,
18%,NC-505,,,,18.10%,,,
18%,FL-500,,,,18.10%,,,
18%,TX-500,,,,,18.10%,,
18%,NJ-506,18.10%,,,,,,
18%,WI-501,,,,,18.10%,,
18%,NY-511,,,,,,18.20%,
18%,AZ-502,,,,,,18.20%,
18%,NJ-506,,,,,18.20%,,
18%,FL-518,,,,18.30%,,,
18%,MN-500,,,,,,,18.30%
18%,AL-505,,,,,,,18.30%
18%,CA-601,,,,,,18.30%,
18%,GA-500,18.30%,,,,,,
18%,MO-604M,,,,18.40%,,,
18%,FL-600,,,,,18.40%,,
18%,FL-500,,,,,18.40%,,
18%,IL-502,,,,,,,18.40%
18%,OH-506,,,,,18.40%,,
18%,MD-505,,,,,18.50%,,
18%,ME-500,18.50%,,,,,,
18%,VA-500,,,,,18.50%,,
18%,MI-519,,,,,,18.50%,
18%,OH-508,,,,,18.50%,,
18%,KY-502,,,,18.50%,,,
18%,WV-501,,,,,,18.50%,
18%,MI-507,,,,,18.50%,,
19%,KY-501,,,,,,,18.50%
19%,MA-511,18.50%,,,,,,
19%,VA-601,18.50%,,,,,,
19%,OR-503,,,,,18.50%,,
19%,PA-506,,,,,,,18.50%
19%,MA-506,,18.50%,,,,,
19%,NY-601,,,18.50%,,,,
19%,TX-600,,,,,,,18.50%
19%,NV-500,,,,,,,18.50%
19%,VA-514,18.50%,,,,,,
19%,PA-503,,,,,,18.50%,
19%,VA-514,,,,,,18.50%,
19%,CA-504,,18.50%,,,,,
19%,ME-500,,18.60%,,,,,
19%,WV-500,18.60%,,,,,,
19%,CA-507,,,18.60%,,,,
19%,IL-510,,,,,18.60%,,
19%,TX-700,,18.60%,,,,,
19%,IA-502,,,,18.70%,,,
19%,AR-503,,,,,,18.70%,
19%,MI-505,18.70%,,,,,,
19%,NV-500,18.70%,,,,,,
19%,KY-501,,,,,18.70%,,
19%,AZ-502,,,,18.70%,,,
19%,CA-613,,18.80%,,,,,
19%,MI-512,,18.80%,,,,,
19%,IL-513,18.80%,,,,,,
19%,PA-504,,,,,18.80%,,
19%,TN-502,,18.80%,,,,,
19%,FL-603,,18.80%,,,,,
19%,OR-500,,,,,,18.80%,
19%,CO-504,,,,,,,18.80%
19%,MI-507,,,18.80%,,,,
19%,FL-508,,,,,,,18.90%
19%,TN-502,,,18.90%,,,,
19%,TX-700,,,,,,18.90%,
19%,WY-500,,,,,,18.90%,
19%,NE-502,,,,,,18.90%,
19%,FL-512,,,,,,18.90%,
19%,NC-507,,,,,,18.90%,
19%,KY-502,,,,,,18.90%,
19%,MI-514,,,,,,18.90%,
19%,KS-502,,,,19.00%,,,
19%,FL-500,19.00%,,,,,,
19%,ND-500,,,,,,19.00%,
19%,AL-500,,,,,,,19.00%
19%,FL-500,,,19.00%,,,,
19%,TX-603,,,,,,19.00%,
19%,FL-508,,,,,19.00%,,
19%,UT-500,,19.10%,,,,,
19%,MI-508,,,,,,19.10%,
19%,WV-503,,,,19.10%,,,
19%,NY-500,,19.10%,,,,,
19%,NE-502,,,,,,,19.10%
19%,NY-608,,,,,,19.10%,
19%,NJ-509,,,,,,,19.10%
19%,NC-516,,19.10%,19.10%,,,,
19%,AZ-501,,,,19.10%,,,
19%,PR-502,,,,,,19.10%,
19%,CO-500,,19.20%,,,,,
19%,AZ-501,,,,,19.20%,,
19%,FL-508,19.20%,,,,,,
19%,WV-500,,,,19.20%,,,
19%,NC-511,,,19.20%,,,,
19%,CA-613,,,,,,,19.20%
19%,NY-514,19.20%,,,,,,
19%,SD-500,,,,,,19.20%,
19%,TX-700,19.20%,,,,,,
19%,IA-502,,,,,19.20%,,
19%,MI-507,19.20%,,,,,,
19%,IA-502,,,,,,,19.20%
19%,VA-602,,,,,19.20%,,
19%,MI-512,,,,19.30%,,,
19%,LA-502,,,19.30%,,,,
19%,NH-500,,,,,19.30%,,
19%,IL-514,,,,19.30%,,,
19%,MI-515,,,,,,19.30%,
19%,OH-503,,,,,19.30%,,
19%,FL-600,,19.30%,,,,,
19%,NV-501,,,,19.30%,,,
19%,NC-504,,19.30%,,,,,
19%,CA-515,,,,,,19.30%,
19%,NC-506,,,,,,,19.30%
19%,OH-505,,,,,,19.40%,
19%,GA-507,,19.40%,,,,,
19%,IL-506,,,,19.40%,,,
19%,CA-601,19.40%,,,,,,
19%,OH-503,,,,19.40%,,,
19%,NC-505,,,,,,19.40%,
19%,CA-601,,,19.40%,,,,
19%,WV-501,,19.50%,,,,,
19%,AL-500,,,,,19.50%,,
19%,MI-508,,,,19.50%,,,
20%,IL-517,,19.50%,,,,,
20%,IL-506,,,,,19.50%,,
20%,KS-502,,19.50%,,,,,
20%,MN-500,,,,19.50%,,,
20%,MS-501,19.60%,,,,,,
20%,OR-501,,,,19.60%,,,
20%,CA-613,,,,19.60%,,,
20%,NE-502,,,,,19.60%,,
20%,VA-601,,,,19.60%,,,
20%,FL-601,,,,,,19.60%,
20%,UT-504,,,,,19.60%,,
20%,CA-613,,,,,19.60%,,
20%,OH-506,,,,19.70%,,,
20%,OH-505,,,,,,,19.70%
20%,MA-511,,,,,19.70%,,
20%,WV-503,,,,,19.70%,,
20%,MD-506,,,,,,,19.70%
20%,NY-505,,,,,19.80%,,
20%,AZ-502,,,,,19.80%,,
20%,PR-502,,19.80%,,,,,
20%,FL-600,,,,19.80%,,,
20%,FL-601,,,,,19.80%,,
20%,PR-502,,,,,,,19.80%
20%,OR-503,,,,,,19.90%,
20%,VA-601,,19.90%,,,,,
20%,AK-500,,,,,19.90%,,
20%,ND-500,,,,,,,19.90%
20%,AL-504,19.90%,,,,,,
20%,NV-500,,,,,,20.00%,
20%,NC-500,20.00%,,,,,,
20%,ND-500,,,,20.00%,,,
20%,MI-507,,,,20.00%,,,
20%,NC-500,,,,,20.00%,,
20%,MN-500,,,,,20.00%,,
20%,NY-608,,,,,20.00%,,
20%,WI-500,,,,,20.00%,,
20%,MI-507,,20.00%,,,,,
20%,AL-501,,,20.00%,,,,
20%,AR-508,,20.00%,,,,,
20%,LA-509,,,,20.00%,,,
20%,OK-506,,,,,20.00%,,
20%,TN-510,,,20.00%,,,,
20%,TX-611,20.00%,20.00%,,,,,
20%,WY-500,,20.00%,,,,,
20%,NJ-506,,,,,,20.00%,
20%,MI-510,,20.00%,,,,,
20%,CA-511,,,,,,20.00%,
20%,MI-510,,,,20.10%,,,
20%,NV-501,,,,,20.10%,,
20%,NE-501,,,,20.10%,,,
20%,CA-524,,,,,,20.10%,
20%,MD-513,,,20.10%,,,,
20%,NY-505,20.10%,,,,,,
20%,WY-500,20.10%,,,,,,
20%,MO-604K,,20.20%,,,,,
20%,KY-502,,,,,20.20%,,
20%,VA-500,,,20.20%,,,,
20%,FL-518,,,,,20.20%,,
20%,FL-600,20.20%,,,,,,
20%,NE-501,,,20.20%,,,,
20%,IA-502,,,,,,20.20%,
20%,OK-505,20.30%,,,,,,
20%,IL-506,20.30%,,,,,,
20%,NC-507,,,,20.30%,,,
20%,CA-613,,,,,,20.30%,
20%,NC-505,,,,,,,20.30%
20%,MA-506,20.30%,,,,,,
20%,TN-500,20.30%,,,,,,
20%,GA-507,,,20.40%,,,,
20%,VA-500,,,,,,,20.40%
20%,CA-504,20.40%,,,,,,
20%,MI-519,,,20.40%,,,,
20%,SC-502,,,,20.40%,,,
20%,UT-503,,,,,,20.40%,
20%,NY-514,,,,,,,20.40%
20%,WI-501,,20.50%,,,,,
20%,FL-508,,20.50%,,,,,
21%,AR-501,20.50%,,,,,,
21%,WI-500,,,,,,20.50%,
21%,FL-512,,,,,,,20.50%
21%,FL-518,,,,,,20.50%,
21%,NE-501,,20.50%,,,,,
21%,CA-511,,,,20.50%,,,
21%,OH-503,,,,,,20.60%,
21%,FL-600,,,20.60%,,,,
21%,IA-502,20.60%,,,,,,
21%,FL-500,,,,,,20.60%,
21%,AL-500,20.60%,,,,,,
21%,OH-502,,,,20.60%,,,
21%,AZ-501,20.70%,,,,,,
21%,MD-509,,20.80%,,,,,
21%,AK-501,,,,,20.80%,,
21%,MI-510,,,20.80%,,,,
21%,CA-517,,,,20.80%,,,
21%,MD-505,,,,,,20.80%,
21%,NH-500,20.80%,,,,,,
21%,OK-501,,20.80%,,,,,
21%,UT-503,,,,,,,20.80%
21%,OH-503,20.90%,,,,,,
21%,CA-601,,20.90%,,,,,
21%,MI-512,,,,,20.90%,,
21%,NE-501,,,,,20.90%,,
21%,SC-502,,,,,21.00%,,
21%,WV-503,,21.00%,,,,,
21%,FL-500,,,,,,,21.10%
21%,FL-502,,,,,,21.10%,
21%,NE-501,,,,,,21.10%,
21%,AL-500,,,,21.10%,,,
21%,CA-525,,,,,21.10%,,
21%,WV-503,21.10%,,,,,,
21%,OH-503,,,,,,,21.20%
21%,VA-502,,,21.20%,,,,
21%,AR-505,,,21.30%,,,,
21%,FL-601,,,,21.30%,,,
21%,NY-510,,,,,21.30%,,
21%,NY-505,,,,,,,21.30%
21%,MI-516,,,,21.40%,,,
21%,MI-515,21.40%,,,,,,
21%,IL-507,,,,,,21.50%,
21%,WV-501,,,,,21.50%,,
21%,MI-512,,,21.50%,,,,
21%,FL-601,,,,,,,21.50%
21%,OH-505,,,,,21.50%,,
21%,NY-505,,,,,,21.50%,
22%,FL-512,,,,,21.50%,,
22%,IL-513,,,,,21.50%,,
22%,CO-503,,,21.60%,,,,
22%,WI-501,,,,,,21.60%,
22%,FL-601,,,21.60%,,,,
22%,NY-601,,,,,,,21.70%
22%,AK-501,,,,,,,21.70%
22%,UT-500,,,,,,,21.70%
22%,VA-502,,,,,,,21.70%
22%,FL-604,,,21.70%,,,,
22%,AZ-501,,,21.70%,,,,
22%,VA-502,,,,,,21.70%,
22%,FL-502,,,,,,,21.70%
22%,WI-501,,,,21.80%,,,
22%,NY-505,,21.80%,,,,,
22%,IL-517,,,,,21.80%,,
22%,NC-507,,,21.80%,,,,
22%,CA-515,,,21.80%,,,,
22%,CA-531,,,21.80%,,,,
22%,PA-605,,,21.80%,,,,
22%,NY-600,,21.90%,,,,,
22%,NY-510,,,,,,21.90%,
22%,CA-515,,21.90%,,,,,
22%,NY-505,,,,22.00%,,,
22%,AK-500,22.10%,,,,,,
22%,TX-604,,22.10%,,,,,
22%,PA-510,,,,,22.10%,,
22%,AK-501,,,,22.20%,,,
22%,AK-500,,,,,,,22.20%
22%,NH-500,,22.20%,,,,,
22%,FL-506,,,,22.20%,,,
22%,MI-511,22.30%,,,,,,
22%,VA-600,22.40%,,,,,,
22%,PA-503,,,,22.40%,,,
22%,GA-507,22.50%,,,,,,
23%,MI-510,22.50%,,,,,,
23%,MI-516,,22.50%,,,,,
23%,NY-600,22.50%,,,,,,
23%,OH-502,,,,,,,22.60%
23%,PR-502,22.60%,,,,,,
23%,WI-501,,,22.60%,,,,
23%,FL-601,22.60%,,,,,,
23%,KY-501,,,22.60%,,,,
23%,NY-505,,,22.60%,,,,
23%,IL-517,,,,,,,22.60%
23%,IL-502,,,22.80%,,,,
23%,FL-506,,,22.80%,,,,
23%,WI-501,22.80%,,,,,,
23%,AL-500,,22.80%,,,,,
23%,AR-501,,,,22.90%,,,
23%,OH-502,,,,,22.90%,,
23%,MD-513,,,,,22.90%,,
23%,NV-501,23.00%,,,,,,
23%,CA-525,,,,23.00%,,,
23%,AR-508,,,,,,,23.00%
23%,MI-519,,,,23.10%,,,
23%,MI-510,,,,,23.20%,,
23%,CA-509,23.30%,,,,,,
23%,FL-502,,,,,23.30%,,
23%,VA-504,,,,,23.40%,,
23%,FL-506,,,,,23.40%,,
23%,MI-512,,,,,,,23.40%
23%,UT-504,,,,23.50%,,,
23%,AL-500,,,,,,23.50%,
24%,NC-506,,23.50%,,,,,
24%,NV-501,,,23.50%,,,,
24%,FL-604,,,,,23.60%,,
24%,OR-503,,,,,,,23.60%
24%,VA-500,,,,,,23.60%,
24%,OH-502,,,,,,23.60%,
24%,CA-519,,,23.60%,,,,
24%,IL-502,23.60%,,,,,,
24%,MO-603,23.80%,,,,,,
24%,CA-515,23.80%,,,,,,
24%,MI-505,,,,,,,23.80%
24%,LA-509,,,23.90%,,,,
24%,KS-503,23.90%,,,,,,
24%,FL-601,,24.00%,,,,,
24%,WV-503,,,,,,,24.10%
24%,MI-512,,,,,,24.10%,
24%,NE-501,,,,,,,24.10%
24%,MI-510,,,,,,24.20%,
24%,FL-603,,,24.20%,,,,
24%,OH-502,24.20%,,,,,,
24%,MI-516,24.20%,,,,,,
24%,KY-501,,24.30%,,,,,
24%,CA-613,,,24.30%,,,,
24%,IL-513,,,,,,,24.30%
24%,CA-511,,,,,24.30%,,
24%,IL-514,,,,,,24.40%,
24%,FL-502,,,,24.40%,,,
24%,AK-500,,24.50%,,,,,
24%,CA-517,,,24.50%,,,,
25%,MI-514,,,,24.60%,,,
25%,WV-503,,,24.60%,,,,
25%,WI-503,,,,,,,24.60%
25%,AK-501,,,,,,24.60%,
25%,KY-501,24.70%,,,,,,
25%,UT-500,,,,,,24.80%,
25%,MI-505,,,24.80%,,,,
25%,NC-516,,,,24.80%,,,
25%,WV-501,24.90%,,,,,,
25%,WI-503,,,,,25.00%,,
25%,AL-507,,,25.00%,,,,
25%,CA-531,,,,,,25.00%,
25%,MI-518,,,,,25.00%,,
25%,VA-504,,,25.20%,,,,
25%,LA-509,,,,,25.20%,,
25%,IL-517,,,25.40%,,,,
25%,WV-503,,,,,,25.40%,
26%,IL-517,,,,,,25.50%,
26%,MI-512,25.60%,,,,,,
26%,MD-511,,,,25.70%,,,
26%,PA-503,,,25.70%,,,,
26%,VA-505,25.80%,,,,,,
26%,MI-514,26.10%,,,,,,
26%,OH-502,,,26.20%,,,,
26%,MO-603,,26.20%,,,,,
26%,WI-503,,,,,,26.20%,
26%,VA-603,,26.30%,,,,,
26%,MI-516,,,,,26.30%,,
26%,MI-519,,26.40%,,,,,
26%,CA-519,,,,26.40%,,,
27%,MI-501,,26.50%,,,,,
27%,FL-604,,26.80%,,,,,
27%,CA-519,,,,,,26.80%,
27%,MI-519,26.90%,,,,,,
27%,MI-508,,,27.00%,,,,
27%,CA-517,,27.00%,,,,,
27%,IL-513,,,27.00%,,,,
27%,IL-513,,,,27.10%,,,
27%,OH-502,,27.10%,,,,,
27%,MI-516,,,,,,,27.20%
27%,MI-514,,,27.20%,,,,
27%,AR-508,27.30%,,,,,,
27%,MO-604M,27.30%,,,,,,
27%,CA-507,27.40%,,,,,,
28%,CA-525,,,27.50%,,,,
28%,MI-519,,,,,27.50%,,
28%,FL-506,,,,,,27.60%,
28%,MI-508,27.80%,,,,,,
28%,MI-508,,27.80%,,,,,
28%,MI-514,,,,,27.90%,,
28%,DC-500,,,,,,28.00%,
28%,MA-500,,28.20%,,,,,
28%,MI-510,,,,,,,28.50%
29%,MI-514,,28.70%,,,,,
29%,FL-502,,28.80%,,,,,
29%,FL-518,,28.80%,,,,,
29%,IL-513,,,,,,28.80%,
29%,WY-500,,,28.90%,,,,
29%,FL-604,,,,29.00%,,,
29%,FL-604,29.00%,,,,,,
29%,OK-506,,,,,,,29.00%
29%,CA-519,,,,,29.20%,,
29%,MI-501,29.30%,,,,,,
29%,FL-502,29.30%,,,,,,
29%,MI-516,,,,,,29.40%,
29%,FL-502,,,29.40%,,,,
29%,UT-504,,,29.40%,,,,
29%,DC-500,,,,,29.40%,,
30%,CA-531,,,,,,,29.60%
30%,WV-500,,,29.90%,,,,
30%,FL-604,,,,,,,30.00%
30%,MI-501,,,30.10%,,,,
30%,NC-516,,,,,30.40%,,
31%,IL-506,,30.60%,,,,,
31%,MI-509,,30.60%,,,,,
31%,NV-501,,30.80%,,,,,
31%,UT-500,,,30.90%,,,,
31%,FL-604,,,,,,30.90%,
31%,DC-500,,,,,,,31.10%
31%,CA-531,,,,,31.20%,,
31%,MI-505,,,,,,31.30%,
31%,MI-509,31.40%,,,,,,
32%,UT-500,32.30%,,,,,,
33%,UT-500,,,,,32.70%,,
33%,CA-525,,,,,,32.80%,
33%,TX-604,33.20%,,,,,,
33%,CA-520,,,,,,33.30%,
33%,CA-524,33.30%,,,,,,
33%,OK-504,,,,,33.30%,,
33%,UT-500,,,,33.40%,,,
34%,VA-504,,,,,,33.60%,
34%,SD-500,,,,,,,34.00%
35%,VA-504,,,,,,,34.60%
35%,VA-602,,34.70%,,,,,
35%,LA-509,34.90%,,,,,,
35%,CA-531,,,,35.10%,,,
36%,FL-517,,35.70%,,,,,
36%,CA-520,36.40%,,,,,,
38%,MO-503,,37.50%,,,,,
38%,IL-503,,,37.70%,,,,
38%,VA-504,,,,37.70%,,,
39%,IL-517,38.70%,,,,,,
39%,CA-525,,,,,,,39.10%
41%,MO-604M,,40.90%,,,,,
41%,AL-500,,,41.20%,,,,
43%,IL-513,,42.70%,,,,,
45%,FL-518,,,44.60%,,,,
45%,IL-517,,,,45.10%,,,
46%,TX-611,,,,,46.40%,,
47%,FL-518,46.60%,,,,,,
47%,MO-603,,,46.80%,,,,
49%,MO-603,,,,49.20%,,,
53%,MI-516,,,53.30%,,,,
58%,AL-506,,,,57.80%,,,
58%,TX-701,,,,57.90%,,,
100%,TX-611,,,,100.00%,,,
